id_contrato;data_concessao;id_cliente;cliente_nome;estado;regiao;canal_origem;tipo_credito;valor_emprestimo;taxa_juros_anual;prazo_meses;score_credito;faixa_score;renda_mensal;parcela_estimada;comprometimento_renda_pct;dias_atraso;status_contrato;categoria_risco;perda_estimada_npl
CTR-51271;2023-04-16;CLI-10021;Cliente_10021;ES;Sudeste;App Mobile;Cartão de Crédito rotativo;10983.48;0.8269;24;373;Baixo / Alto Risco (<550);29913.78;948.48;3.17;15;Atraso Curto (1-30d);Risco Moderado (C/D);549.17
CTR-51272;2025-05-17;CLI-10022;Cliente_10022;ES;Sudeste;Agência Física;Crédito Pessoal;29345.77;0.2368;24;488;Baixo / Alto Risco (<550);24317.58;1546.86;6.36;120;Inadimplente / NPL (>90d);Inadimplência / Loss (G/H);23476.62
CTR-51273;2024-07-23;CLI-10023;Cliente_10023;RJ;Sudeste;App Mobile;Cartão de Crédito rotativo;17224.51;0.5984;24;542;Baixo / Alto Risco (<550);18612.8;1246.66;6.7;0;Em Dia;Baixo Risco (A/B);0.0
CTR-51274;2025-03-29;CLI-10024;Cliente_10024;SP;Sudeste;Correspondente Bancário;Financiamento Imobiliário;847934.4;0.0862;72;393;Baixo / Alto Risco (<550);20914.59;15125.05;72.32;45;Atraso Crítico (31-90d);Alto Risco (E/F);211983.6
CTR-51275;2025-01-11;CLI-10025;Cliente_10025;SC;Sul;Correspondente Bancário;Financiamento Imobiliário;805743.74;0.1253;60;350;Baixo / Alto Risco (<550);3768.03;18139.87;481.42;45;Atraso Crítico (31-90d);Alto Risco (E/F);201435.93
CTR-51276;2023-05-15;CLI-10026;Cliente_10026;RJ;Sudeste;App Mobile;Financiamento Imobiliário;705674.99;0.1079;48;686;Bom (650-749);8474.82;18166.66;214.36;0;Em Dia;Baixo Risco (A/B);0.0
CTR-51277;2024-07-14;CLI-10027;Cliente_10027;ES;Sudeste;Agência Física;Financiamento Veicular;80995.86;0.1538;36;704;Bom (650-749);3294.72;2822.84;85.68;45;Atraso Crítico (31-90d);Alto Risco (E/F);20248.97
CTR-51278;2024-04-13;CLI-10028;Cliente_10028;RJ;Sudeste;App Mobile;Empréstimo Empresarial PJ;330861.45;0.2041;24;337;Baixo / Alto Risco (<550);24406.95;16905.8;69.27;15;Atraso Curto (1-30d);Risco Moderado (C/D);16543.07
CTR-51279;2025-07-10;CLI-10029;Cliente_10029;BA;Nordeste;Internet Banking;Financiamento Imobiliário;878660.64;0.1168;36;616;Médio (550-649);28683.7;29050.0;101.28;45;Atraso Crítico (31-90d);Alto Risco (E/F);219665.16
CTR-51280;2023-09-16;CLI-10030;Cliente_10030;RS;Sul;Agência Física;Financiamento Imobiliário;589990.55;0.1147;60;661;Bom (650-749);29741.34;12966.55;43.6;0;Em Dia;Baixo Risco (A/B);0.0
CTR-51281;2023-06-04;CLI-10031;Cliente_10031;RS;Sul;App Mobile;Financiamento Imobiliário;561676.4;0.1272;24;432;Baixo / Alto Risco (<550);4085.69;26629.31;651.77;0;Em Dia;Baixo Risco (A/B);0.0
CTR-51282;2023-02-15;CLI-10032;Cliente_10032;SP;Sudeste;Internet Banking;Cartão de Crédito rotativo;17795.25;0.7494;12;847;Excelente (750-850);29305.82;2151.17;7.34;0;Em Dia;Baixo Risco (A/B);0.0
CTR-51283;2024-05-23;CLI-10033;Cliente_10033;BA;Nordeste;Correspondente Bancário;Empréstimo Empresarial PJ;69926.22;0.1512;36;511;Baixo / Alto Risco (<550);9805.22;2428.13;24.76;0;Em Dia;Baixo Risco (A/B);0.0
CTR-51284;2023-03-22;CLI-10034;Cliente_10034;SP;Sudeste;Correspondente Bancário;Financiamento Imobiliário;424739.48;0.1176;360;661;Bom (650-749);18866.15;4290.62;22.74;0;Em Dia;Baixo Risco (A/B);0.0
CTR-51285;2024-11-26;CLI-10035;Cliente_10035;RJ;Sudeste;Internet Banking;Empréstimo Empresarial PJ;268826.22;0.1998;60;425;Baixo / Alto Risco (<550);3786.99;7119.26;187.99;120;Inadimplente / NPL (>90d);Inadimplência / Loss (G/H);215060.98
CTR-51286;2025-05-14;CLI-10036;Cliente_10036;MG;Sudeste;Agência Física;Empréstimo Empresarial PJ;206598.76;0.2268;12;483;Baixo / Alto Risco (<550);24972.39;19404.16;77.7;15;Atraso Curto (1-30d);Risco Moderado (C/D);10329.94
CTR-51287;2023-08-22;CLI-10037;Cliente_10037;SP;Sudeste;Internet Banking;Cartão de Crédito rotativo;11112.99;0.7496;60;514;Baixo / Alto Risco (<550);6730.49;712.99;10.59;10;Atraso Curto (1-30d);Risco Moderado (C/D);555.65
CTR-51288;2023-01-29;CLI-10038;Cliente_10038;MG;Sudeste;Internet Banking;Financiamento Imobiliário;918526.48;0.0971;360;840;Excelente (750-850);20765.34;7864.59;37.87;0;Em Dia;Baixo Risco (A/B);0.0
CTR-51289;2023-11-06;CLI-10039;Cliente_10039;SP;Sudeste;Correspondente Bancário;Crédito Pessoal;3781.4;0.3791;24;490;Baixo / Alto Risco (<550);16325.36;227.13;1.39;15;Atraso Curto (1-30d);Risco Moderado (C/D);189.07
CTR-51290;2023-01-13;CLI-10040;Cliente_10040;ES;Sudeste;Internet Banking;Cartão de Crédito rotativo;8085.25;0.5965;24;820;Excelente (750-850);26674.68;584.28;2.19;0;Em Dia;Baixo Risco (A/B);0.0
CTR-51291;2024-09-29;CLI-10041;Cliente_10041;ES;Sudeste;Internet Banking;Financiamento Veicular;167848.36;0.2087;24;502;Baixo / Alto Risco (<550);22488.3;8614.28;38.31;90;Atraso Crítico (31-90d);Alto Risco (E/F);41962.09
CTR-51292;2024-09-25;CLI-10042;Cliente_10042;ES;Sudeste;App Mobile;Financiamento Veicular;50732.82;0.1465;60;824;Excelente (750-850);4158.83;1197.63;28.8;0;Em Dia;Baixo Risco (A/B);0.0
CTR-51293;2023-07-05;CLI-10043;Cliente_10043;SC;Sul;Agência Física;Crédito Pessoal;19944.39;0.3752;60;819;Excelente (750-850);21015.33;740.32;3.52;0;Em Dia;Baixo Risco (A/B);0.0
CTR-51294;2024-06-21;CLI-10044;Cliente_10044;SP;Sudeste;App Mobile;Cartão de Crédito rotativo;4844.83;0.4891;60;708;Bom (650-749);18827.1;217.23;1.15;0;Em Dia;Baixo Risco (A/B);0.0
CTR-51295;2023-04-28;CLI-10045;Cliente_10045;SP;Sudeste;App Mobile;Cartão de Crédito rotativo;5844.48;0.4506;12;654;Bom (650-749);26930.95;613.92;2.28;0;Em Dia;Baixo Risco (A/B);0.0
CTR-51296;2025-03-23;CLI-10046;Cliente_10046;ES;Sudeste;App Mobile;Empréstimo Empresarial PJ;262631.68;0.1882;36;637;Médio (550-649);29809.69;9603.15;32.21;0;Em Dia;Baixo Risco (A/B);0.0
CTR-51297;2023-05-25;CLI-10047;Cliente_10047;PE;Nordeste;Internet Banking;Crédito Pessoal;2409.26;0.2269;24;567;Médio (550-649);21935.78;125.81;0.57;90;Atraso Crítico (31-90d);Alto Risco (E/F);602.32
CTR-51298;2025-02-13;CLI-10048;Cliente_10048;BA;Nordeste;App Mobile;Cartão de Crédito rotativo;8078.79;0.4817;36;435;Baixo / Alto Risco (<550);14912.64;428.1;2.87;95;Inadimplente / NPL (>90d);Inadimplência / Loss (G/H);6463.03
CTR-51299;2024-09-12;CLI-10049;Cliente_10049;MG;Sudeste;Agência Física;Financiamento Imobiliário;320181.16;0.0966;120;686;Bom (650-749);19216.69;4171.17;21.71;20;Atraso Curto (1-30d);Risco Moderado (C/D);16009.06
CTR-51300;2024-08-15;CLI-10050;Cliente_10050;RJ;Sudeste;Internet Banking;Financiamento Imobiliário;167852.15;0.1047;72;673;Bom (650-749);34219.47;3149.53;9.2;0;Em Dia;Baixo Risco (A/B);0.0
CTR-51301;2023-05-28;CLI-10051;Cliente_10051;ES;Sudeste;Internet Banking;Financiamento Veicular;174003.01;0.2779;48;467;Baixo / Alto Risco (<550);27601.14;6043.49;21.9;95;Inadimplente / NPL (>90d);Inadimplência / Loss (G/H);139202.41
CTR-51302;2024-05-04;CLI-10052;Cliente_10052;DF;Centro-Oeste;App Mobile;Cartão de Crédito rotativo;3784.25;0.6781;12;781;Excelente (750-850);8099.33;442.77;5.47;0;Em Dia;Baixo Risco (A/B);0.0
CTR-51303;2025-04-14;CLI-10053;Cliente_10053;CE;Nordeste;Correspondente Bancário;Empréstimo Empresarial PJ;172748.29;0.2433;24;544;Baixo / Alto Risco (<550);34167.32;9161.87;26.81;10;Atraso Curto (1-30d);Risco Moderado (C/D);8637.41
CTR-51304;2024-11-16;CLI-10054;Cliente_10054;CE;Nordeste;Correspondente Bancário;Cartão de Crédito rotativo;15662.54;0.4705;24;530;Baixo / Alto Risco (<550);20126.31;1018.95;5.06;90;Atraso Crítico (31-90d);Alto Risco (E/F);3915.64
CTR-51305;2023-04-26;CLI-10055;Cliente_10055;ES;Sudeste;App Mobile;Crédito Pessoal;32438.35;0.186;48;817;Excelente (750-850);26570.63;963.08;3.62;0;Em Dia;Baixo Risco (A/B);0.0
CTR-51306;2024-11-22;CLI-10056;Cliente_10056;SC;Sul;App Mobile;Crédito Pessoal;22367.03;0.3079;36;602;Médio (550-649);33851.83;959.22;2.83;0;Em Dia;Baixo Risco (A/B);0.0
CTR-51307;2023-03-24;CLI-10057;Cliente_10057;SC;Sul;Internet Banking;Cartão de Crédito rotativo;10569.97;0.8403;12;701;Bom (650-749);6349.98;1330.96;20.96;0;Em Dia;Baixo Risco (A/B);0.0
CTR-51308;2025-06-05;CLI-10058;Cliente_10058;RJ;Sudeste;Correspondente Bancário;Financiamento Imobiliário;777673.16;0.131;36;842;Excelente (750-850);7566.45;26240.36;346.8;0;Em Dia;Baixo Risco (A/B);0.0
CTR-51309;2023-03-29;CLI-10059;Cliente_10059;SP;Sudeste;App Mobile;Crédito Pessoal;32568.01;0.2813;36;809;Excelente (750-850);7780.07;1349.42;17.34;0;Em Dia;Baixo Risco (A/B);0.0
CTR-51310;2025-05-25;CLI-10060;Cliente_10060;RS;Sul;App Mobile;Financiamento Imobiliário;931276.83;0.1251;360;774;Excelente (750-850);7883.57;9946.35;126.17;0;Em Dia;Baixo Risco (A/B);0.0
CTR-51311;2023-10-22;CLI-10061;Cliente_10061;RS;Sul;Correspondente Bancário;Empréstimo Empresarial PJ;374089.81;0.1468;60;340;Baixo / Alto Risco (<550);3217.1;8836.86;274.68;15;Atraso Curto (1-30d);Risco Moderado (C/D);18704.49
CTR-51312;2024-02-08;CLI-10062;Cliente_10062;RS;Sul;App Mobile;Financiamento Imobiliário;912955.0;0.0852;72;697;Bom (650-749);29441.07;16239.86;55.16;0;Em Dia;Baixo Risco (A/B);0.0
CTR-51313;2023-07-25;CLI-10063;Cliente_10063;ES;Sudeste;Correspondente Bancário;Empréstimo Empresarial PJ;470840.58;0.1899;12;333;Baixo / Alto Risco (<550);30845.18;43388.81;140.67;45;Atraso Crítico (31-90d);Alto Risco (E/F);117710.15
CTR-51314;2024-06-25;CLI-10064;Cliente_10064;BA;Nordeste;Agência Física;Financiamento Imobiliário;550836.74;0.0959;12;527;Baixo / Alto Risco (<550);15122.96;48322.33;319.53;15;Atraso Curto (1-30d);Risco Moderado (C/D);27541.84
CTR-51315;2024-01-05;CLI-10065;Cliente_10065;ES;Sudeste;App Mobile;Financiamento Veicular;32304.11;0.2095;12;724;Bom (650-749);9411.13;3007.18;31.95;0;Em Dia;Baixo Risco (A/B);0.0
CTR-51316;2023-12-01;CLI-10066;Cliente_10066;DF;Centro-Oeste;App Mobile;Empréstimo Empresarial PJ;154861.04;0.1713;60;460;Baixo / Alto Risco (<550);34050.41;3859.53;11.33;15;Atraso Curto (1-30d);Risco Moderado (C/D);7743.05
CTR-51317;2024-12-07;CLI-10067;Cliente_10067;ES;Sudeste;Internet Banking;Financiamento Veicular;27571.82;0.1404;12;561;Médio (550-649);3102.19;2476.11;79.82;120;Inadimplente / NPL (>90d);Inadimplência / Loss (G/H);22057.46
CTR-51318;2024-11-14;CLI-10068;Cliente_10068;RS;Sul;Internet Banking;Crédito Pessoal;21174.73;0.2203;12;662;Bom (650-749);16420.52;1982.14;12.07;0;Em Dia;Baixo Risco (A/B);0.0
CTR-51319;2025-05-10;CLI-10069;Cliente_10069;PE;Nordeste;Correspondente Bancário;Cartão de Crédito rotativo;19957.03;0.5291;48;322;Baixo / Alto Risco (<550);18241.39;1006.85;5.52;95;Inadimplente / NPL (>90d);Inadimplência / Loss (G/H);15965.62
CTR-51320;2023-10-31;CLI-10070;Cliente_10070;PE;Nordeste;Correspondente Bancário;Crédito Pessoal;18395.57;0.3504;48;492;Baixo / Alto Risco (<550);17356.91;717.34;4.13;45;Atraso Crítico (31-90d);Alto Risco (E/F);4598.89
CTR-51321;2025-01-24;CLI-10071;Cliente_10071;RS;Sul;Internet Banking;Crédito Pessoal;19672.55;0.1926;36;508;Baixo / Alto Risco (<550);5916.48;723.71;12.23;90;Atraso Crítico (31-90d);Alto Risco (E/F);4918.14
CTR-51322;2024-12-16;CLI-10072;Cliente_10072;SP;Sudeste;Correspondente Bancário;Crédito Pessoal;27998.97;0.2108;48;566;Médio (550-649);9476.89;868.21;9.16;0;Em Dia;Baixo Risco (A/B);0.0
CTR-51323;2024-08-23;CLI-10073;Cliente_10073;PE;Nordeste;App Mobile;Financiamento Veicular;57116.1;0.1914;24;378;Baixo / Alto Risco (<550);7681.67;2883.03;37.53;120;Inadimplente / NPL (>90d);Inadimplência / Loss (G/H);45692.88
CTR-51324;2025-01-30;CLI-10074;Cliente_10074;ES;Sudeste;Internet Banking;Financiamento Veicular;75325.19;0.2369;24;437;Baixo / Alto Risco (<550);19032.58;3970.88;20.86;15;Atraso Curto (1-30d);Risco Moderado (C/D);3766.26
CTR-51325;2023-12-10;CLI-10075;Cliente_10075;MG;Sudeste;Agência Física;Crédito Pessoal;33366.09;0.3227;36;655;Bom (650-749);27864.25;1458.25;5.23;20;Atraso Curto (1-30d);Risco Moderado (C/D);1668.3
CTR-51326;2024-12-30;CLI-10076;Cliente_10076;RS;Sul;Agência Física;Financiamento Imobiliário;336139.49;0.1263;72;394;Baixo / Alto Risco (<550);33029.92;6682.24;20.23;95;Inadimplente / NPL (>90d);Inadimplência / Loss (G/H);268911.59
CTR-51327;2024-08-19;CLI-10077;Cliente_10077;BA;Nordeste;Correspondente Bancário;Crédito Pessoal;29180.67;0.2297;36;506;Baixo / Alto Risco (<550);23193.79;1129.12;4.87;0;Em Dia;Baixo Risco (A/B);0.0
CTR-51328;2023-02-06;CLI-10078;Cliente_10078;ES;Sudeste;Correspondente Bancário;Cartão de Crédito rotativo;10066.27;0.6686;60;509;Baixo / Alto Risco (<550);28647.66;583.41;2.04;0;Em Dia;Baixo Risco (A/B);0.0
CTR-51329;2024-03-22;CLI-10079;Cliente_10079;SC;Sul;App Mobile;Financiamento Veicular;123800.01;0.145;36;351;Baixo / Alto Risco (<550);30730.71;4261.32;13.87;95;Inadimplente / NPL (>90d);Inadimplência / Loss (G/H);99040.01
CTR-51330;2023-05-11;CLI-10080;Cliente_10080;CE;Nordeste;App Mobile;Empréstimo Empresarial PJ;466874.35;0.1636;60;504;Baixo / Alto Risco (<550);10549.46;11442.97;108.47;15;Atraso Curto (1-30d);Risco Moderado (C/D);23343.72
CTR-51331;2025-04-22;CLI-10081;Cliente_10081;DF;Centro-Oeste;Correspondente Bancário;Cartão de Crédito rotativo;18368.96;0.5167;12;343;Baixo / Alto Risco (<550);13604.94;1992.14;14.64;95;Inadimplente / NPL (>90d);Inadimplência / Loss (G/H);14695.17
CTR-51332;2024-04-21;CLI-10082;Cliente_10082;BA;Nordeste;Correspondente Bancário;Crédito Pessoal;4314.96;0.2208;24;807;Excelente (750-850);8985.91;224.02;2.49;20;Atraso Curto (1-30d);Risco Moderado (C/D);215.75
CTR-51333;2024-02-09;CLI-10083;Cliente_10083;BA;Nordeste;Agência Física;Crédito Pessoal;13109.46;0.4015;12;350;Baixo / Alto Risco (<550);28377.67;1344.34;4.74;95;Inadimplente / NPL (>90d);Inadimplência / Loss (G/H);10487.57
CTR-51334;2025-06-14;CLI-10084;Cliente_10084;RJ;Sudeste;App Mobile;Crédito Pessoal;21290.18;0.188;60;378;Baixo / Alto Risco (<550);10749.83;549.94;5.12;120;Inadimplente / NPL (>90d);Inadimplência / Loss (G/H);17032.14
CTR-51335;2025-01-17;CLI-10085;Cliente_10085;SC;Sul;App Mobile;Financiamento Imobiliário;668769.94;0.0959;12;811;Excelente (750-850);12889.99;58668.05;455.14;0;Em Dia;Baixo Risco (A/B);0.0
CTR-51336;2023-09-15;CLI-10086;Cliente_10086;GO;Centro-Oeste;Agência Física;Crédito Pessoal;13108.9;0.2439;36;794;Excelente (750-850);6355.12;516.99;8.14;0;Em Dia;Baixo Risco (A/B);0.0
CTR-51337;2024-04-22;CLI-10087;Cliente_10087;SP;Sudeste;Agência Física;Financiamento Imobiliário;303480.5;0.096;360;790;Excelente (750-850);22490.24;2574.0;11.44;0;Em Dia;Baixo Risco (A/B);0.0
CTR-51338;2025-04-03;CLI-10088;Cliente_10088;SP;Sudeste;Agência Física;Financiamento Imobiliário;642840.16;0.0909;24;438;Baixo / Alto Risco (<550);33223.68;29394.54;88.47;120;Inadimplente / NPL (>90d);Inadimplência / Loss (G/H);514272.13
CTR-51339;2024-10-29;CLI-10089;Cliente_10089;BA;Nordeste;Internet Banking;Empréstimo Empresarial PJ;273277.02;0.1568;60;514;Baixo / Alto Risco (<550);14116.94;6599.19;46.75;95;Inadimplente / NPL (>90d);Inadimplência / Loss (G/H);218621.62
CTR-51340;2024-02-16;CLI-10090;Cliente_10090;GO;Centro-Oeste;Internet Banking;Empréstimo Empresarial PJ;434760.37;0.175;48;363;Baixo / Alto Risco (<550);5238.67;12657.78;241.62;45;Atraso Crítico (31-90d);Alto Risco (E/F);108690.09
CTR-51341;2025-06-06;CLI-10091;Cliente_10091;BA;Nordeste;Internet Banking;Cartão de Crédito rotativo;11683.04;0.7352;36;612;Médio (550-649);28663.38;811.15;2.83;90;Atraso Crítico (31-90d);Alto Risco (E/F);2920.76
CTR-51342;2025-01-04;CLI-10092;Cliente_10092;RS;Sul;App Mobile;Financiamento Veicular;132583.64;0.2724;12;511;Baixo / Alto Risco (<550);27722.33;12745.87;45.98;15;Atraso Curto (1-30d);Risco Moderado (C/D);6629.18
CTR-51343;2025-05-14;CLI-10093;Cliente_10093;MG;Sudeste;Agência Física;Financiamento Veicular;176786.51;0.2022;60;423;Baixo / Alto Risco (<550);27691.7;4705.43;16.99;0;Em Dia;Baixo Risco (A/B);0.0
CTR-51344;2024-05-03;CLI-10094;Cliente_10094;SC;Sul;Correspondente Bancário;Crédito Pessoal;21014.44;0.4417;48;430;Baixo / Alto Risco (<550);18940.4;939.17;4.96;0;Em Dia;Baixo Risco (A/B);0.0
CTR-51345;2023-08-30;CLI-10095;Cliente_10095;SP;Sudeste;App Mobile;Crédito Pessoal;24581.04;0.4302;12;520;Baixo / Alto Risco (<550);5439.57;2556.48;47.0;45;Atraso Crítico (31-90d);Alto Risco (E/F);6145.26
CTR-51346;2024-02-20;CLI-10096;Cliente_10096;BA;Nordeste;Correspondente Bancário;Financiamento Imobiliário;546013.98;0.1255;120;539;Baixo / Alto Risco (<550);16497.97;8008.29;48.54;0;Em Dia;Baixo Risco (A/B);0.0
CTR-51347;2024-09-21;CLI-10097;Cliente_10097;SC;Sul;Internet Banking;Empréstimo Empresarial PJ;169882.62;0.2044;12;529;Baixo / Alto Risco (<550);32556.68;15772.79;48.45;45;Atraso Crítico (31-90d);Alto Risco (E/F);42470.65
CTR-51348;2024-12-07;CLI-10098;Cliente_10098;GO;Centro-Oeste;Internet Banking;Crédito Pessoal;26023.2;0.2285;48;392;Baixo / Alto Risco (<550);24132.61;831.94;3.45;0;Em Dia;Baixo Risco (A/B);0.0
CTR-51349;2024-01-29;CLI-10099;Cliente_10099;PR;Sul;Correspondente Bancário;Crédito Pessoal;34305.44;0.3731;60;841;Excelente (750-850);28001.25;1268.69;4.53;0;Em Dia;Baixo Risco (A/B);0.0
CTR-51350;2024-01-28;CLI-10100;Cliente_10100;BA;Nordeste;Agência Física;Empréstimo Empresarial PJ;285567.72;0.1848;60;382;Baixo / Alto Risco (<550);25389.34;7326.32;28.86;15;Atraso Curto (1-30d);Risco Moderado (C/D);14278.39
CTR-51351;2023-03-03;CLI-10101;Cliente_10101;RJ;Sudeste;Internet Banking;Empréstimo Empresarial PJ;276018.51;0.1558;48;472;Baixo / Alto Risco (<550);9604.62;7763.2;80.83;95;Inadimplente / NPL (>90d);Inadimplência / Loss (G/H);220814.81
CTR-51352;2025-05-03;CLI-10102;Cliente_10102;ES;Sudeste;Agência Física;Crédito Pessoal;8569.44;0.1827;12;351;Baixo / Alto Risco (<550);21833.8;786.75;3.6;45;Atraso Crítico (31-90d);Alto Risco (E/F);2142.36
CTR-51353;2025-02-25;CLI-10103;Cliente_10103;CE;Nordeste;Internet Banking;Crédito Pessoal;19815.99;0.1944;36;417;Baixo / Alto Risco (<550);13043.69;730.79;5.6;45;Atraso Crítico (31-90d);Alto Risco (E/F);4954.0
CTR-51354;2025-06-01;CLI-10104;Cliente_10104;GO;Centro-Oeste;Correspondente Bancário;Empréstimo Empresarial PJ;268759.75;0.2486;24;473;Baixo / Alto Risco (<550);23320.36;14325.24;61.43;45;Atraso Crítico (31-90d);Alto Risco (E/F);67189.94
CTR-51355;2025-02-17;CLI-10105;Cliente_10105;SC;Sul;Agência Física;Financiamento Veicular;87474.58;0.2608;60;705;Bom (650-749);16913.25;2623.17;15.51;0;Em Dia;Baixo Risco (A/B);0.0
CTR-51356;2024-11-13;CLI-10106;Cliente_10106;SC;Sul;App Mobile;Empréstimo Empresarial PJ;220729.92;0.1846;24;594;Médio (550-649);31726.1;11068.87;34.89;0;Em Dia;Baixo Risco (A/B);0.0
CTR-51357;2025-04-04;CLI-10107;Cliente_10107;ES;Sudeste;App Mobile;Financiamento Imobiliário;393050.25;0.1262;24;346;Baixo / Alto Risco (<550);17777.87;18616.25;104.72;0;Em Dia;Baixo Risco (A/B);0.0
CTR-51358;2024-05-12;CLI-10108;Cliente_10108;BA;Nordeste;App Mobile;Financiamento Imobiliário;236267.89;0.1293;24;355;Baixo / Alto Risco (<550);21320.75;11224.84;52.65;15;Atraso Curto (1-30d);Risco Moderado (C/D);11813.39
CTR-51359;2024-11-12;CLI-10109;Cliente_10109;PR;Sul;App Mobile;Empréstimo Empresarial PJ;134129.93;0.1917;48;378;Baixo / Alto Risco (<550);13164.65;4022.54;30.56;0;Em Dia;Baixo Risco (A/B);0.0
CTR-51360;2024-08-14;CLI-10110;Cliente_10110;BA;Nordeste;App Mobile;Crédito Pessoal;5813.21;0.3526;12;524;Baixo / Alto Risco (<550);31629.31;581.86;1.84;90;Atraso Crítico (31-90d);Alto Risco (E/F);1453.3
CTR-51361;2023-12-19;CLI-10111;Cliente_10111;RS;Sul;Correspondente Bancário;Cartão de Crédito rotativo;17215.02;0.5653;36;581;Médio (550-649);21985.28;1002.04;4.56;10;Atraso Curto (1-30d);Risco Moderado (C/D);860.75
CTR-51362;2024-10-20;CLI-10112;Cliente_10112;SC;Sul;Correspondente Bancário;Crédito Pessoal;29796.53;0.3694;24;516;Baixo / Alto Risco (<550);15588.28;1774.29;11.38;10;Atraso Curto (1-30d);Risco Moderado (C/D);1489.83
CTR-51363;2024-12-28;CLI-10113;Cliente_10113;SP;Sudeste;Agência Física;Financiamento Veicular;135779.87;0.2656;48;789;Excelente (750-850);34572.16;4621.01;13.37;0;Em Dia;Baixo Risco (A/B);0.0
CTR-51364;2023-03-01;CLI-10114;Cliente_10114;SP;Sudeste;Agência Física;Empréstimo Empresarial PJ;121661.56;0.1797;12;705;Bom (650-749);10210.22;11152.19;109.23;15;Atraso Curto (1-30d);Risco Moderado (C/D);6083.08
CTR-51365;2023-12-03;CLI-10115;Cliente_10115;PE;Nordeste;App Mobile;Cartão de Crédito rotativo;17994.58;0.6385;36;405;Baixo / Alto Risco (<550);10662.91;1132.69;10.62;15;Atraso Curto (1-30d);Risco Moderado (C/D);899.73
CTR-51366;2025-06-03;CLI-10116;Cliente_10116;SC;Sul;App Mobile;Cartão de Crédito rotativo;3594.17;0.8334;12;464;Baixo / Alto Risco (<550);15902.87;451.19;2.84;95;Inadimplente / NPL (>90d);Inadimplência / Loss (G/H);2875.34
CTR-51367;2025-03-30;CLI-10117;Cliente_10117;PR;Sul;Agência Física;Empréstimo Empresarial PJ;252522.9;0.2302;60;459;Baixo / Alto Risco (<550);19429.1;7121.64;36.65;120;Inadimplente / NPL (>90d);Inadimplência / Loss (G/H);202018.32
CTR-51368;2025-04-05;CLI-10118;Cliente_10118;CE;Nordeste;Correspondente Bancário;Crédito Pessoal;33478.46;0.3071;60;556;Médio (550-649);17732.0;1097.79;6.19;10;Atraso Curto (1-30d);Risco Moderado (C/D);1673.92
CTR-51369;2025-08-17;CLI-10119;Cliente_10119;ES;Sudeste;App Mobile;Empréstimo Empresarial PJ;407558.57;0.1728;12;347;Baixo / Alto Risco (<550);15563.6;37225.46;239.18;15;Atraso Curto (1-30d);Risco Moderado (C/D);20377.93
CTR-51370;2025-03-29;CLI-10120;Cliente_10120;ES;Sudeste;Agência Física;Cartão de Crédito rotativo;7438.36;0.6652;12;743;Bom (650-749);30856.14;865.15;2.8;5;Atraso Curto (1-30d);Risco Moderado (C/D);371.92
CTR-51371;2025-02-09;CLI-10121;Cliente_10121;GO;Centro-Oeste;App Mobile;Empréstimo Empresarial PJ;366103.28;0.1402;36;510;Baixo / Alto Risco (<550);26888.33;12516.1;46.55;15;Atraso Curto (1-30d);Risco Moderado (C/D);18305.16
CTR-51372;2024-06-22;CLI-10122;Cliente_10122;DF;Centro-Oeste;App Mobile;Empréstimo Empresarial PJ;101670.81;0.1536;48;833;Excelente (750-850);10002.72;2848.16;28.47;0;Em Dia;Baixo Risco (A/B);0.0
CTR-51373;2024-11-10;CLI-10123;Cliente_10123;PR;Sul;App Mobile;Empréstimo Empresarial PJ;246590.35;0.1833;48;728;Bom (650-749);13331.87;7286.18;54.65;15;Atraso Curto (1-30d);Risco Moderado (C/D);12329.52
CTR-51374;2023-02-14;CLI-10124;Cliente_10124;SC;Sul;Correspondente Bancário;Financiamento Imobiliário;814140.18;0.1143;24;789;Excelente (750-850);8264.11;38108.05;461.13;15;Atraso Curto (1-30d);Risco Moderado (C/D);40707.01
CTR-51375;2024-10-17;CLI-10125;Cliente_10125;PR;Sul;App Mobile;Crédito Pessoal;30551.06;0.2265;36;425;Baixo / Alto Risco (<550);15367.86;1177.06;7.66;45;Atraso Crítico (31-90d);Alto Risco (E/F);7637.77
CTR-51376;2023-12-31;CLI-10126;Cliente_10126;PE;Nordeste;Internet Banking;Cartão de Crédito rotativo;5302.79;0.8409;36;805;Excelente (750-850);21459.4;407.14;1.9;0;Em Dia;Baixo Risco (A/B);0.0
CTR-51377;2024-10-25;CLI-10127;Cliente_10127;CE;Nordeste;Internet Banking;Crédito Pessoal;24568.19;0.1988;48;545;Baixo / Alto Risco (<550);13533.3;746.05;5.51;0;Em Dia;Baixo Risco (A/B);0.0
CTR-51378;2023-06-12;CLI-10128;Cliente_10128;GO;Centro-Oeste;Correspondente Bancário;Crédito Pessoal;14427.05;0.4298;48;323;Baixo / Alto Risco (<550);8431.99;633.77;7.52;15;Atraso Curto (1-30d);Risco Moderado (C/D);721.35
CTR-51379;2025-08-30;CLI-10129;Cliente_10129;SP;Sudeste;Agência Física;Cartão de Crédito rotativo;1310.04;0.5795;48;552;Médio (550-649);11985.7;70.6;0.59;0;Em Dia;Baixo Risco (A/B);0.0
