ID_Contrato;Data_Concessao;Cliente_Nome;Estado;Canal_Origem;Tipo_Credito;Valor_Emprestimo_Bruto;Taxa_Juros_Anual;Prazo_Meses;Score_Credito;Renda_Mensal;Dias_Atraso;Status_Contrato
CTR-51116;27/05/2024;Cliente_10116;SC;App Mobile;Credito Pessoal;20032,14;0,2743;48;389;28610,94;15;Atraso Curto (1-30d)
CTR-51117;2024-05-19;Cliente_10117;ES;App Mobile;Credito Pessoal;7470,7;0,2773;48;747;11839,68;0;Em Dia
CTR-51118;28/08/2025;Cliente_10118;ba;Agência Física;Financiamento Veicular;97430,55;0,2184;12;418;30242,08;0;Em Dia
CTR-51119;2023-08-03;Cliente_10119;MG;Agência Física;Empréstimo Empresarial PJ;155299,02;0,1844;12;647;28408,02;15;Atraso Curto (1-30d)
CTR-51120;2023-01-25;Cliente_10120;SC;Correspondente Bancário;Cartão de Credito rotativo;6862,04;0,6937;60;576;34035,85;35;Atraso Crítico (31-90d)
CTR-51121;2024-07-08;Cliente_10121;PE;App Mobile;Cartão de Credito rotativo;15295,19;0,6443;36;803;31403,52;20;Atraso Curto (1-30d)
CTR-51122;22/10/2023;Cliente_10122;ES;Internet Banking;Empréstimo Empresarial PJ;119037,85;0,2396;60;375;7138,24;15;Atraso Curto (1-30d)
CTR-51123;25/10/2023;Cliente_10123;RJ;Agência Física;Financiamento Imobiliário;394723,9;0,1312;36;695;20962,21;0;Em Dia
CTR-51124;2025-07-22;Cliente_10124;PR;Correspondente Bancário;financiamento veicular;38955,26;0,2143;24;338;28495,13;15;Atraso Curto (1-30d)
CTR-51125;2024-02-21;Cliente_10125;SP;Internet Banking;Financiamento Imobiliário;708118,28;0,0921;60;666;20272,56;0;Em Dia
CTR-51126;2024-04-15;Cliente_10126;BA;Correspondente Bancário;Financiamento Veicular;134799,38;0,2294;60;732;25743,12;0;Em Dia
CTR-51127;2024-03-14;Cliente_10127;SC;Internet Banking;Financiamento Veicular;92135,33;0,2407;60;430;13657,23;95;Inadimplente / NPL (>90d)
CTR-51128;05/04/2025;Cliente_10128;go;Agência Física;crédito pessoal;8138,7;0,381;24;501;8397,85;0;Em Dia
CTR-51129;26/01/2024;Cliente_10129; RS ;Agência Física;cartão de crédito rotativo;11166,96;0,5331;24;443;22883,13;45;Atraso Crítico (31-90d)
CTR-51130;2024-03-31;Cliente_10130;MG;Correspondente Bancário;Credito Pessoal;26737,81;0,2231;36;475;33658,29;15;Atraso Curto (1-30d)
CTR-51131;07/05/2024;Cliente_10131;ES;Correspondente Bancário;Financiamento Veicular;59484,98;0,2019;12;636;18550,68;10;Atraso Curto (1-30d)
CTR-51132;02/10/2024;Cliente_10132;PR;App Mobile;Financiamento Veicular;65652,85;0,1468;12;393;24733,42;15;Atraso Curto (1-30d)
CTR-51133;2023-08-02;Cliente_10133;sp;App Mobile;Financiamento Veicular;83102,56;0,1425;60;798;25156,01;0;Em Dia
CTR-51134;18/01/2024;Cliente_10134;ES;Correspondente Bancário;Financiamento Veicular;49325,23;0,2127;12;321;25012,01;45;Atraso Crítico (31-90d)
CTR-51135;05/09/2023;Cliente_10135;mg;App Mobile;financiamento veicular;72588,07;0,2516;36;617;34556,14;90;Atraso Crítico (31-90d)
CTR-51136;10/03/2025;Cliente_10136;ES;Correspondente Bancário;Empréstimo Empresarial PJ;50619,35;0,1432;36;577;18655,34;10;Atraso Curto (1-30d)
CTR-51137;2024-12-22;Cliente_10137;pr;Internet Banking;Financiamento Veicular;54439,65;0,2006;24;467;11473,96;95;Inadimplente / NPL (>90d)
CTR-51138;2024-03-21;Cliente_10138;sc;Agência Física;Credito Pessoal;25243,38;0,2137;48;799;5737,31;0;Em Dia
CTR-51139;2024-02-25;Cliente_10139;SC;Correspondente Bancário;Cartão de Credito rotativo;13355,78;0,4741;36;608;5196,47;0;Em Dia
CTR-51140;10/05/2024;Cliente_10140;ES;App Mobile;financiamento veicular;165699,36;0,2717;48;636;25206,06;0;Em Dia
CTR-51141;2023-08-18;Cliente_10141;PE;Internet Banking;Financiamento Veicular;128331,24;0,1427;24;367;9899,71;15;Atraso Curto (1-30d)
CTR-51142;06/04/2025;Cliente_10142;RS;Agência Física;Financiamento Veicular;120321,08;0,1667;12;384;6951,72;0;Em Dia
CTR-51143;28/12/2023;Cliente_10143;CE;Correspondente Bancário;financiamento imobiliário;499733,01;0,1104;120;324;4745,74;120;Inadimplente / NPL (>90d)
CTR-51144;18/07/2025;Cliente_10144;pr;Correspondente Bancário;Cartão de Credito rotativo;2995,58;0,4701;60;685;19627,43;0;Em Dia
CTR-51145;2025-03-15;Cliente_10145;GO;Correspondente Bancário;cartão de crédito rotativo;18391,77;0,772;48;734;19376,53;0;Em Dia
CTR-51146;2023-07-23;Cliente_10146;RS;Agência Física;Credito Pessoal;29244,39;0,4295;48;460;5394,42;95;Inadimplente / NPL (>90d)
CTR-51147;2024-05-31;Cliente_10147;PR;Correspondente Bancário;Financiamento Imobiliário;455266,09;0,095;60;583;4539,3;0;Em Dia
CTR-51148;15/06/2024;Cliente_10148;PE;Agência Física;Credito Pessoal;9445,01;0,1803;60;831;4314,55;0;Em Dia
CTR-51149;14/10/2024;Cliente_10149;BA;Correspondente Bancário;empréstimo empresarial pj;466187,46;0,1609;24;376;29760,79;15;Atraso Curto (1-30d)
CTR-51150;2023-03-22;Cliente_10150;SC;Agência Física;crédito pessoal;7203,39;0,2895;60;582;12649,34;0;Em Dia
CTR-51151;07/04/2025;Cliente_10151;es;Agência Física;Empréstimo Empresarial PJ;463166,45;0,2385;12;737;12635,61;45;Atraso Crítico (31-90d)
CTR-51152;02/07/2025;Cliente_10152;ce;App Mobile;Empréstimo Empresarial PJ;307894,98;0,2066;60;539;14281,06;95;Inadimplente / NPL (>90d)
CTR-51153;2023-01-21;Cliente_10153;RJ;App Mobile;Financiamento Veicular;167976,0;0,2636;36;350;32184,53;15;Atraso Curto (1-30d)
CTR-51154;08/07/2025;Cliente_10154;RS;Agência Física;Financiamento Veicular;137993,46;0,2751;36;741;32608,69;0;Em Dia
CTR-51155;18/11/2023;Cliente_10155;GO;Internet Banking;Credito Pessoal;4706,14;0,2071;60;824;22551,41;0;Em Dia
CTR-51156;2025-07-30;Cliente_10156;RS;Agência Física;Empréstimo Empresarial PJ;339547,16;0,2186;48;557;29014,07;10;Atraso Curto (1-30d)
CTR-51157;2024-02-20;Cliente_10157;ES;Correspondente Bancário;Empréstimo Empresarial PJ;322972,46;0,1472;48;502;24918,58;0;Em Dia
CTR-51158;2025-05-21;Cliente_10158;SP;Agência Física;Cartão de Credito rotativo;12005,55;0,7119;12;737;14800,62;0;Em Dia
CTR-51159;2023-08-09;Cliente_10159;PR;Agência Física;Cartão de Credito rotativo;9036,03;0,5156;24;839;19640,16;0;Em Dia
CTR-51160;26/09/2024;Cliente_10160;PR;App Mobile;Empréstimo Empresarial PJ;395638,88;0,1765;24;403;14001,04;95;Inadimplente / NPL (>90d)
CTR-51161;2023-06-13;Cliente_10161;BA;Internet Banking;financiamento veicular;163807,71;0,2264;12;709;23457,57;15;Atraso Curto (1-30d)
CTR-51162;08/07/2024;Cliente_10162;BA;Correspondente Bancário;Financiamento Imobiliário;594087,1;0,0986;360;528;7227,31;0;Em Dia
CTR-51163;2023-03-02;Cliente_10163;SC;Internet Banking;crédito pessoal;34432,34;0,193;36;580;17472,0;10;Atraso Curto (1-30d)
CTR-51164;31/03/2025;Cliente_10164;SC;Internet Banking;Credito Pessoal;26022,25;0,4461;36;700;16529,9;0;Em Dia
CTR-51165;2023-04-09;Cliente_10165;RS;Correspondente Bancário;Cartão de Credito rotativo;3840,04;0,4614;12;531;34530,1;10;Atraso Curto (1-30d)
CTR-51166;12/09/2023;Cliente_10166;SP;App Mobile;Financiamento Imobiliário;825887,95;0,0933;24;780;9566,4;0;Em Dia
CTR-51167;2024-07-10;Cliente_10167;BA;Correspondente Bancário;Empréstimo Empresarial PJ;173354,02;0,1423;24;772;7659,62;0;Em Dia
CTR-51168;14/01/2025;Cliente_10168;CE;Agência Física;Financiamento Imobiliário;639891,18;0,1052;60;431;32790,51;15;Atraso Curto (1-30d)
CTR-51169;2024-08-31;Cliente_10169;PR;Correspondente Bancário;financiamento imobiliário;219364,51;0,1284;24;408;3967,43;0;Em Dia
CTR-51170;2023-07-11;Cliente_10170;DF;Internet Banking;Empréstimo Empresarial PJ;372423,45;0,174;48;627;3086,79;45;Atraso Crítico (31-90d)
CTR-51171;2023-10-06;Cliente_10171;PE;Agência Física;Financiamento Imobiliário;854032,28;0,0956;24;699;12948,96;120;Inadimplente / NPL (>90d)
CTR-51172;2024-02-02;Cliente_10172;rs;Agência Física;empréstimo empresarial pj;430574,24;0,1612;48;352;30921,6;120;Inadimplente / NPL (>90d)
CTR-51173;13/07/2025;Cliente_10173;SP;App Mobile;Financiamento Veicular;139285,27;0,2094;12;728;9181,26;45;Atraso Crítico (31-90d)
CTR-51174;29/08/2024;Cliente_10174;BA;Correspondente Bancário;Cartão de Credito rotativo;16058,48;0,7456;24;630;20030,34;0;Em Dia
CTR-51175;17/03/2025;Cliente_10175; DF ;Correspondente Bancário;Credito Pessoal;34107,88;0,2964;24;576;11834,56;0;Em Dia
CTR-51176;12/05/2025;Cliente_10176;DF;Correspondente Bancário;Financiamento Imobiliário;442520,51;0,0981;12;363;30834,68;45;Atraso Crítico (31-90d)
CTR-51177;04/04/2024;Cliente_10177;RJ;App Mobile;Financiamento Veicular;90082,51;0,1573;24;346;14922,97;15;Atraso Curto (1-30d)
CTR-51178;26/06/2025;Cliente_10178;PE;Internet Banking;crédito pessoal;27011,76;0,355;60;682;23526,63;5;Atraso Curto (1-30d)
CTR-51179;2024-05-01;Cliente_10179; SP ;Agência Física;empréstimo empresarial pj;355891,54;0,1335;24;415;27179,05;45;Atraso Crítico (31-90d)
CTR-51180;2023-01-14;Cliente_10180;SC;Correspondente Bancário;Empréstimo Empresarial PJ;299420,31;0,1686;12;541;14036,4;15;Atraso Curto (1-30d)
CTR-51181;2024-08-07;Cliente_10181;PR;Agência Física;Financiamento Veicular;64368,06;0,2299;60;700;30161,72;0;Em Dia
CTR-51182;2024-08-12;Cliente_10182;SP;Agência Física;financiamento veicular;99666,37;0,2692;48;455;17150,3;45;Atraso Crítico (31-90d)
CTR-51183;19/03/2025;Cliente_10183;mg;App Mobile;empréstimo empresarial pj;207083,4;0,1471;36;635;25020,2;0;Em Dia
CTR-51184;2025-06-18;Cliente_10184;ES;Agência Física;Credito Pessoal;28049,7;0,293;12;336;4724,71;45;Atraso Crítico (31-90d)
CTR-51185;2024-03-16;Cliente_10185;SP;Agência Física;Credito Pessoal;3986,91;0,3544;36;724;28933,84;0;Em Dia
CTR-51186;2023-11-30;Cliente_10186;RS;Internet Banking;Cartão de Credito rotativo;6940,8;0,5919;60;839;30000,58;0;Em Dia
CTR-51187;2025-08-23;Cliente_10187;df;Correspondente Bancário;crédito pessoal;19598,11;0,3931;60;459;31869,45;15;Atraso Curto (1-30d)
CTR-51188;2023-07-03;Cliente_10188;rj;Internet Banking;Empréstimo Empresarial PJ;471263,86;0,1843;48;779;26334,34;15;Atraso Curto (1-30d)
CTR-51189;2025-03-24;Cliente_10189;DF;App Mobile;Cartão de Credito rotativo;16366,62;0,5127;12;481;23857,61;120;Inadimplente / NPL (>90d)
CTR-51190;30/05/2023;Cliente_10190;RS;App Mobile;Financiamento Veicular;52781,65;0,1632;12;593;5572,09;120;Inadimplente / NPL (>90d)
CTR-51191;11/06/2023;Cliente_10191;sc;Agência Física;Empréstimo Empresarial PJ;177373,55;0,131;12;327;30923,21;95;Inadimplente / NPL (>90d)
CTR-51192;2025-03-16;Cliente_10192;ES;Agência Física;Financiamento Imobiliário;431422,28;0,1038;120;749;20438,46;0;Em Dia
CTR-51193;2024-10-18;Cliente_10193;es;Internet Banking;Financiamento Imobiliário;715920,4;0,0945;60;678;24209,31;0;Em Dia
CTR-51194;2024-06-16;Cliente_10194;ba;Agência Física;Financiamento Veicular;120488,81;0,1423;12;348;15557,94;95;Inadimplente / NPL (>90d)
CTR-51195;2023-11-21;Cliente_10195;CE;Internet Banking;Empréstimo Empresarial PJ;358091,53;0,1491;60;423;25051,34;0;Em Dia
CTR-51196;27/05/2024;Cliente_10196;MG;Internet Banking;Credito Pessoal;29628,47;0,4316;60;531;27911,27;10;Atraso Curto (1-30d)
CTR-51197;2025-05-31;Cliente_10197;SP;Correspondente Bancário;Cartão de Credito rotativo;4499,49;0,8356;36;609;16996,49;0;Em Dia
CTR-51198;29/04/2025;Cliente_10198;df;Agência Física;Empréstimo Empresarial PJ;63719,64;0,1951;60;488;32450,23;0;Em Dia
CTR-51199;2025-08-04;Cliente_10199;DF;App Mobile;Cartão de Credito rotativo;14004,67;0,5603;12;628;14473,8;0;Em Dia
CTR-51200;2023-08-11;Cliente_10200;GO;App Mobile;Empréstimo Empresarial PJ;340849,08;0,1913;48;423;8738,67;15;Atraso Curto (1-30d)
CTR-51201;2023-02-11;Cliente_10201;SC;App Mobile;Cartão de Credito rotativo;11748,7;0,6274;48;600;20240,84;10;Atraso Curto (1-30d)
CTR-51202;2023-07-21;Cliente_10202;PE;App Mobile;Financiamento Veicular;167786,91;0,1833;36;598;25051,27;10;Atraso Curto (1-30d)
CTR-51203;17/02/2024;Cliente_10203;CE;Internet Banking;Credito Pessoal;10243,81;0,4182;36;366;31125,63;95;Inadimplente / NPL (>90d)
CTR-51204;2025-03-18;Cliente_10204;SP;Internet Banking;Financiamento Imobiliário;559239,63;0,1142;48;400;15668,58;45;Atraso Crítico (31-90d)
CTR-51205;2024-02-03;Cliente_10205;CE;Correspondente Bancário;Cartão de Credito rotativo;5910,22;0,5977;36;372;20031,86;15;Atraso Curto (1-30d)
CTR-51206;2024-11-01;Cliente_10206;ES;App Mobile;Empréstimo Empresarial PJ;437768,51;0,1741;12;678;28427,98;95;Inadimplente / NPL (>90d)
CTR-51207;29/11/2024;Cliente_10207;RJ;Agência Física;Financiamento Veicular;109696,26;0,1665;60;779;7127,09;0;Em Dia
CTR-51208;2023-07-19;Cliente_10208;MG;App Mobile;Financiamento Imobiliário;691290,08;0,1311;120;483;4102,7;0;Em Dia
CTR-51209;2025-04-19;Cliente_10209;RS;Internet Banking;Empréstimo Empresarial PJ;402262,74;0,1288;48;653;18279,84;15;Atraso Curto (1-30d)
CTR-51210;2024-01-02;Cliente_10210;GO;Correspondente Bancário;Cartão de Credito rotativo;17129,94;0,466;60;510;27992,21;35;Atraso Crítico (31-90d)
CTR-51211;2023-04-04;Cliente_10211;GO;Correspondente Bancário;Financiamento Veicular;81687,66;0,2693;48;408;24030,55;45;Atraso Crítico (31-90d)
CTR-51212;13/02/2023;Cliente_10212;PR;App Mobile;Credito Pessoal;18555,15;0,2294;60;405;18832,96;95;Inadimplente / NPL (>90d)
CTR-51213;2025-02-18;Cliente_10213;RJ;Correspondente Bancário;financiamento imobiliário;766854,16;0,1023;48;466;30728,95;120;Inadimplente / NPL (>90d)
CTR-51214;2023-08-05;Cliente_10214;rs;Internet Banking;Credito Pessoal;13694,51;0,1884;60;557;8463,76;0;Em Dia
CTR-51215;13/03/2023;Cliente_10215;mg;Internet Banking;financiamento imobiliário;723985,87;0,0983;120;411;18111,37;95;Inadimplente / NPL (>90d)
CTR-51216;30/05/2023;Cliente_10216;RJ;Internet Banking;Empréstimo Empresarial PJ;355765,52;0,1477;12;834;17263,22;95;Inadimplente / NPL (>90d)
CTR-51217;2023-12-15;Cliente_10217;MG;Internet Banking;Financiamento Imobiliário;522420,95;0,112;36;842;12705,34;15;Atraso Curto (1-30d)
CTR-51218;2024-01-30;Cliente_10218;GO;Agência Física;Cartão de Credito rotativo;17307,1;0,8299;12;778;18354,77;0;Em Dia
CTR-51219;2024-04-25;Cliente_10219;sc;Correspondente Bancário;Financiamento Imobiliário;632707,68;0,1052;12;474;23004,31;45;Atraso Crítico (31-90d)
CTR-51220;03/11/2024;Cliente_10220;DF;Correspondente Bancário;Cartão de Credito rotativo;7958,01;0,7752;60;576;16730,99;0;Em Dia
CTR-51221;19/04/2024;Cliente_10221;MG;Internet Banking;Financiamento Veicular;66450,69;0,269;36;673;30061,14;0;Em Dia
CTR-51222;04/01/2024;Cliente_10222;CE;Internet Banking;Financiamento Veicular;51020,26;0,2392;60;435;24257,74;45;Atraso Crítico (31-90d)
CTR-51223;05/05/2024;Cliente_10223;CE;Correspondente Bancário;Credito Pessoal;15854,23;0,2565;48;663;21555,12;0;Em Dia
CTR-51224;2024-05-24;Cliente_10224;RS;Correspondente Bancário;Financiamento Veicular;44844,29;0,2333;60;776;32471,46;0;Em Dia
CTR-51225;2023-04-20;Cliente_10225;GO;App Mobile;Empréstimo Empresarial PJ;369421,02;0,2295;24;552;13214,8;45;Atraso Crítico (31-90d)
CTR-51226;2023-10-13;Cliente_10226;PE;App Mobile;Empréstimo Empresarial PJ;360897,56;0,1287;48;528;20986,65;120;Inadimplente / NPL (>90d)
CTR-51227;22/12/2023;Cliente_10227;pr;Internet Banking;Financiamento Imobiliário;540871,37;0,1004;12;650;18735,78;15;Atraso Curto (1-30d)
CTR-51228;2023-10-16;Cliente_10228; RS ;App Mobile;Financiamento Imobiliário;585508,92;0,1353;120;354;14930,85;15;Atraso Curto (1-30d)
CTR-51229;18/08/2025;Cliente_10229;PR;App Mobile;Credito Pessoal;9973,21;0,203;24;758;15346,48;0;Em Dia
CTR-51230;14/12/2024;Cliente_10230;SC;Correspondente Bancário;Cartão de Credito rotativo;8674,08;0,6948;60;708;4956,39;5;Atraso Curto (1-30d)
CTR-51231;24/01/2023;Cliente_10231;ES;Agência Física;financiamento veicular;165903,7;0,1708;48;618;22730,05;0;Em Dia
CTR-51232;2025-04-14;Cliente_10232;GO;App Mobile;Financiamento Imobiliário;378292,7;0,1377;36;547;32550,93;10;Atraso Curto (1-30d)
CTR-51233;16/04/2025;Cliente_10233;CE;Agência Física;Credito Pessoal;26209,14;0,4177;48;356;21768,44;15;Atraso Curto (1-30d)
CTR-51234;16/03/2023;Cliente_10234;DF;Internet Banking;Financiamento Imobiliário;919135,32;0,1096;360;568;6180,01;0;Em Dia
CTR-51235;22/01/2025;Cliente_10235;RS;Internet Banking;financiamento veicular;51095,57;0,151;36;741;21956,62;0;Em Dia
CTR-51236;2025-08-08;Cliente_10236; GO ;Internet Banking;Credito Pessoal;34077,45;0,373;24;692;11207,21;0;Em Dia
CTR-51237;26/03/2024;Cliente_10237; DF ;Agência Física;Financiamento Imobiliário;338606,7;0,1193;72;845;27112,34;20;Atraso Curto (1-30d)
CTR-51238;26/11/2024;Cliente_10238;MG;App Mobile;Financiamento Veicular;50912,95;0,1633;48;675;29696,07;0;Em Dia
CTR-51239;16/09/2024;Cliente_10239;CE;Correspondente Bancário;Financiamento Veicular;135199,03;0,2159;48;484;10271,67;0;Em Dia
CTR-51240;06/07/2024;Cliente_10240;SP;Internet Banking;financiamento imobiliário;831910,75;0,1126;24;450;14928,95;0;Em Dia
CTR-51241;29/07/2025;Cliente_10241;GO;App Mobile;Empréstimo Empresarial PJ;492001,85;0,2233;36;396;31226,71;0;Em Dia
CTR-51242;2023-05-15;Cliente_10242;SC;App Mobile;Financiamento Imobiliário;752064,12;0,1003;120;773;8420,46;0;Em Dia
CTR-51243;16/08/2023;Cliente_10243;BA;Correspondente Bancário;Empréstimo Empresarial PJ;107129,03;0,1523;36;573;29788,71;10;Atraso Curto (1-30d)
CTR-51244;04/01/2025;Cliente_10244; RJ ;Correspondente Bancário;Empréstimo Empresarial PJ;136549,1;0,2384;24;663;20158,52;20;Atraso Curto (1-30d)
CTR-51245;2024-09-01;Cliente_10245;BA;App Mobile;financiamento imobiliário;517776,48;0,1003;60;643;8125,88;120;Inadimplente / NPL (>90d)
CTR-51246;05/10/2024;Cliente_10246;PR;Correspondente Bancário;Financiamento Veicular;133164,68;0,1643;24;832;32047,6;0;Em Dia
CTR-51247;13/01/2023;Cliente_10247;PE;Internet Banking;Credito Pessoal;23835,5;0,4134;36;849;17488,19;0;Em Dia
CTR-51248;2024-10-11;Cliente_10248; MG ;Internet Banking;Cartão de Credito rotativo;2069,17;0,6319;36;337;5869,35;45;Atraso Crítico (31-90d)
CTR-51249;2023-08-21;Cliente_10249; RS ;Correspondente Bancário;Credito Pessoal;22892,32;0,4389;60;331;28181,93;0;Em Dia
CTR-51250;2023-12-27;Cliente_10250;MG;Correspondente Bancário;Credito Pessoal;20776,85;0,4089;48;347;7793,4;15;Atraso Curto (1-30d)
CTR-51251;07/04/2024;Cliente_10001;sp;Agência Física;Financiamento Veicular;128246,34;0,2752;36;498;33080,05;45;Atraso Crítico (31-90d)
CTR-51252;03/03/2025;Cliente_10002;GO;Agência Física;Financiamento Veicular;82638,35;0,1941;48;751;9075,43;20;Atraso Curto (1-30d)
CTR-51253;07/04/2025;Cliente_10003;PE;App Mobile;Financiamento Imobiliário;841941,33;0,0896;72;845;10827,79;45;Atraso Crítico (31-90d)
CTR-51254;16/01/2025;Cliente_10004;MG;App Mobile;Financiamento Imobiliário;273965,46;0,1311;72;388;20104,49;0;Em Dia
CTR-51255;2024-07-09;Cliente_10005; PR ;Correspondente Bancário;Credito Pessoal;5938,07;0,3383;48;434;25035,74;45;Atraso Crítico (31-90d)
CTR-51256;2024-07-29;Cliente_10006;PR;Internet Banking;financiamento veicular;43366,32;0,2632;24;747;7746,36;5;Atraso Curto (1-30d)
CTR-51257;2025-03-17;Cliente_10007;rs;Agência Física;Credito Pessoal;13086,63;0,2358;24;544;8505,86;0;Em Dia
CTR-51258;2024-11-09;Cliente_10008;pr;Agência Física;Financiamento Veicular;36483,03;0,2704;24;379;24928,99;95;Inadimplente / NPL (>90d)
CTR-51259;15/07/2025;Cliente_10009;ES;Internet Banking;Cartão de Credito rotativo;5982,99;0,4771;60;425;14315,0;15;Atraso Curto (1-30d)
CTR-51260;10/09/2023;Cliente_10010;ba;Agência Física;Credito Pessoal;6378,94;0,2535;24;759;33014,97;0;Em Dia
CTR-51261;2025-03-19;Cliente_10011;MG;App Mobile;Credito Pessoal;5112,48;0,2709;60;598;8488,74;0;Em Dia
CTR-51262;04/08/2024;Cliente_10012;CE;App Mobile;financiamento imobiliário;676862,25;0,1117;120;709;5910,83;15;Atraso Curto (1-30d)
CTR-51263;2023-07-21;Cliente_10013;df;Agência Física;crédito pessoal;29347,62;0,1833;24;503;30352,6;0;Em Dia
CTR-51264;2025-08-21;Cliente_10014; MG ;Agência Física;Credito Pessoal;26686,57;0,3766;36;666;3270,57;5;Atraso Curto (1-30d)
CTR-51265;2024-07-19;Cliente_10015;CE;Correspondente Bancário;Credito Pessoal;19381,26;0,2028;60;329;7377,34;45;Atraso Crítico (31-90d)
CTR-51266;2024-07-24;Cliente_10016;pr;Correspondente Bancário;Financiamento Imobiliário;185555,07;0,1173;24;425;25936,95;45;Atraso Crítico (31-90d)
CTR-51267;27/05/2023;Cliente_10017;BA;Correspondente Bancário;Empréstimo Empresarial PJ;265824,24;0,1264;36;419;3067,9;15;Atraso Curto (1-30d)
CTR-51268;2024-03-13;Cliente_10018;sp;Agência Física;Cartão de Credito rotativo;4711,36;0,8289;60;545;3604,17;0;Em Dia
CTR-51269;2024-04-27;Cliente_10019;MG;App Mobile;Financiamento Veicular;152149,54;0,1971;48;631;32925,38;0;Em Dia
CTR-51270;2024-09-27;Cliente_10020;GO;App Mobile;financiamento veicular;165331,14;0,1786;48;808;5422,83;45;Atraso Crítico (31-90d)
CTR-51271;16/04/2023;Cliente_10021;ES;App Mobile;Cartão de Credito rotativo;10983,48;0,8269;24;373;29913,78;15;Atraso Curto (1-30d)
CTR-51272;2025-05-17;Cliente_10022;ES;Agência Física;Credito Pessoal;29345,77;0,2368;24;488;24317,58;120;Inadimplente / NPL (>90d)
CTR-51273;23/07/2024;Cliente_10023;RJ;App Mobile;Cartão de Credito rotativo;17224,51;0,5984;24;542;18612,8;0;Em Dia
CTR-51274;2025-03-29;Cliente_10024;SP;Correspondente Bancário;Financiamento Imobiliário;847934,4;0,0862;72;393;20914,59;45;Atraso Crítico (31-90d)
CTR-51275;2025-01-11;Cliente_10025; SC ;Correspondente Bancário;Financiamento Imobiliário;805743,74;0,1253;60;350;3768,03;45;Atraso Crítico (31-90d)
CTR-51276;2023-05-15;Cliente_10026;RJ;App Mobile;Financiamento Imobiliário;705674,99;0,1079;48;686;8474,82;0;Em Dia
CTR-51277;14/07/2024;Cliente_10027;ES;Agência Física;Financiamento Veicular;80995,86;0,1538;36;704;3294,72;45;Atraso Crítico (31-90d)
CTR-51278;13/04/2024;Cliente_10028;RJ;App Mobile;Empréstimo Empresarial PJ;330861,45;0,2041;24;337;24406,95;15;Atraso Curto (1-30d)
CTR-51279;10/07/2025;Cliente_10029;BA;Internet Banking;financiamento imobiliário;878660,64;0,1168;36;616;28683,7;45;Atraso Crítico (31-90d)
CTR-51280;2023-09-16;Cliente_10030;RS;Agência Física;Financiamento Imobiliário;589990,55;0,1147;60;661;29741,34;0;Em Dia
CTR-51281;2023-06-04;Cliente_10031;RS;App Mobile;Financiamento Imobiliário;561676,4;0,1272;24;432;4085,69;0;Em Dia
CTR-51282;2023-02-15;Cliente_10032;SP;Internet Banking;Cartão de Credito rotativo;17795,25;0,7494;12;847;29305,82;0;Em Dia
CTR-51283;2024-05-23;Cliente_10033;ba;Correspondente Bancário;Empréstimo Empresarial PJ;69926,22;0,1512;36;511;9805,22;0;Em Dia
CTR-51284;2023-03-22;Cliente_10034;SP;Correspondente Bancário;financiamento imobiliário;424739,48;0,1176;360;661;18866,15;0;Em Dia
CTR-51285;2024-11-26;Cliente_10035;RJ;Internet Banking;Empréstimo Empresarial PJ;268826,22;0,1998;60;425;3786,99;120;Inadimplente / NPL (>90d)
CTR-51286;14/05/2025;Cliente_10036;MG;Agência Física;Empréstimo Empresarial PJ;206598,76;0,2268;12;483;24972,39;15;Atraso Curto (1-30d)
CTR-51287;2023-08-22;Cliente_10037;SP;Internet Banking;Cartão de Credito rotativo;11112,99;0,7496;60;514;6730,49;10;Atraso Curto (1-30d)
CTR-51288;29/01/2023;Cliente_10038;MG;Internet Banking;financiamento imobiliário;918526,48;0,0971;360;840;20765,34;0;Em Dia
CTR-51289;2023-11-06;Cliente_10039;SP;Correspondente Bancário;crédito pessoal;3781,4;0,3791;24;490;16325,36;15;Atraso Curto (1-30d)
CTR-51290;2023-01-13;Cliente_10040;ES;Internet Banking;Cartão de Credito rotativo;8085,25;0,5965;24;820;26674,68;0;Em Dia
CTR-51291;2024-09-29;Cliente_10041;ES;Internet Banking;Financiamento Veicular;167848,36;0,2087;24;502;22488,3;90;Atraso Crítico (31-90d)
CTR-51292;2024-09-25;Cliente_10042;ES;App Mobile;Financiamento Veicular;50732,82;0,1465;60;824;4158,83;0;Em Dia
CTR-51293;2023-07-05;Cliente_10043;SC;Agência Física;Credito Pessoal;19944,39;0,3752;60;819;21015,33;0;Em Dia
CTR-51294;2024-06-21;Cliente_10044;SP;App Mobile;Cartão de Credito rotativo;4844,83;0,4891;60;708;18827,1;0;Em Dia
CTR-51295;2023-04-28;Cliente_10045;SP;App Mobile;Cartão de Credito rotativo;5844,48;0,4506;12;654;26930,95;0;Em Dia
CTR-51296;23/03/2025;Cliente_10046;ES;App Mobile;empréstimo empresarial pj;262631,68;0,1882;36;637;29809,69;0;Em Dia
CTR-51297;2023-05-25;Cliente_10047;PE;Internet Banking;crédito pessoal;2409,26;0,2269;24;567;21935,78;90;Atraso Crítico (31-90d)
CTR-51298;2025-02-13;Cliente_10048;BA;App Mobile;cartão de crédito rotativo;8078,79;0,4817;36;435;14912,64;95;Inadimplente / NPL (>90d)
